epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,8677.62,0.45904,0.40237,1.0363,0.9666,0.97588,0.99223,0.93514,0.32334,0.24919,0.82339,0.0027928,0.0027928,0.0027928
184,8725.04,0.4625,0.40151,1.04289,0.97004,0.97728,0.99244,0.9359,0.32364,0.24935,0.82403,0.0027532,0.0027532,0.0027532
185,8772.46,0.46514,0.40875,1.03923,0.96849,0.97687,0.99243,0.93997,0.32462,0.25001,0.82584,0.0027136,0.0027136,0.0027136
186,8820.01,0.45131,0.39354,1.03458,0.96804,0.97352,0.99253,0.94079,0.32383,0.24761,0.82492,0.002674,0.002674,0.002674
187,8867.46,0.46079,0.39406,1.03562,0.96956,0.97456,0.99262,0.94054,0.32208,0.24571,0.82294,0.0026344,0.0026344,0.0026344
188,8914.83,0.45377,0.39883,1.0346,0.96806,0.97386,0.99267,0.93539,0.32083,0.24443,0.82143,0.0025948,0.0025948,0.0025948
189,8962.16,0.4625,0.39928,1.04085,0.96778,0.97359,0.99261,0.93289,0.31901,0.24474,0.81992,0.0025552,0.0025552,0.0025552
190,9009.57,0.45163,0.39146,1.03324,0.96521,0.97675,0.99273,0.9334,0.31838,0.24385,0.81883,0.0025156,0.0025156,0.0025156
191,9057.13,0.44479,0.38877,1.0309,0.96728,0.97828,0.99271,0.93627,0.31738,0.24269,0.81828,0.002476,0.002476,0.002476
192,9104.5,0.44544,0.38168,1.02816,0.96891,0.97764,0.99266,0.93505,0.31704,0.24176,0.81797,0.0024364,0.0024364,0.0024364
193,9151.87,0.44581,0.39101,1.02539,0.96608,0.97536,0.99273,0.94005,0.31717,0.24128,0.81857,0.0023968,0.0023968,0.0023968
194,9199.26,0.44618,0.38935,1.02481,0.9617,0.9737,0.99283,0.9387,0.31614,0.24019,0.81665,0.0023572,0.0023572,0.0023572
195,9246.77,0.44154,0.38692,1.02976,0.95802,0.97228,0.9928,0.93929,0.31433,0.2383,0.8153,0.0023176,0.0023176,0.0023176
196,9294.12,0.44257,0.3786,1.02921,0.9566,0.97051,0.99274,0.93523,0.31329,0.23777,0.81398,0.002278,0.002278,0.002278
197,9341.44,0.4424,0.38493,1.03234,0.96097,0.97065,0.99279,0.94321,0.31168,0.23721,0.81273,0.0022384,0.0022384,0.0022384
198,9388.84,0.43127,0.37396,1.02053,0.96569,0.97362,0.9928,0.94356,0.31001,0.23552,0.81156,0.0021988,0.0021988,0.0021988
199,9436.22,0.43313,0.37344,1.02423,0.96684,0.97846,0.99274,0.9421,0.30875,0.23471,0.81021,0.0021592,0.0021592,0.0021592
200,9483.75,0.42407,0.3651,1.01593,0.9663,0.98207,0.99275,0.94124,0.30806,0.23431,0.80967,0.0021196,0.0021196,0.0021196
201,9531.13,0.43359,0.37382,1.02182,0.96577,0.98119,0.99277,0.94236,0.30728,0.23443,0.80955,0.00208,0.00208,0.00208
202,9578.5,0.43625,0.37004,1.02438,0.96402,0.98047,0.99281,0.93878,0.30672,0.23407,0.8094,0.0020404,0.0020404,0.0020404
203,9625.86,0.42975,0.37275,1.01828,0.96432,0.98352,0.99294,0.94181,0.30592,0.23324,0.80891,0.0020008,0.0020008,0.0020008
204,9673.39,0.43081,0.37132,1.02433,0.96234,0.98419,0.99302,0.9425,0.30452,0.2332,0.80799,0.0019612,0.0019612,0.0019612
205,9720.76,0.42567,0.36159,1.01701,0.96382,0.98351,0.993,0.94193,0.30275,0.2329,0.80692,0.0019216,0.0019216,0.0019216
206,9768.13,0.42235,0.36179,1.0155,0.96143,0.98017,0.99297,0.94276,0.30198,0.23235,0.80651,0.001882,0.001882,0.001882
207,9815.48,0.41355,0.3503,1.01525,0.95604,0.97484,0.99299,0.94309,0.30069,0.23191,0.8053,0.0018424,0.0018424,0.0018424
208,9863.05,0.42265,0.36415,1.0171,0.95649,0.9774,0.99299,0.93846,0.29971,0.23027,0.80428,0.0018028,0.0018028,0.0018028
209,9910.37,0.42969,0.36224,1.02311,0.95595,0.97733,0.99294,0.93989,0.29849,0.22938,0.80268,0.0017632,0.0017632,0.0017632
210,9957.72,0.41886,0.35657,1.01288,0.95906,0.97485,0.99301,0.94223,0.29707,0.22846,0.80143,0.0017236,0.0017236,0.0017236
211,10005.1,0.41823,0.35841,1.00747,0.95325,0.97844,0.99304,0.94031,0.29619,0.2274,0.80043,0.001684,0.001684,0.001684
212,10052.4,0.41184,0.3533,1.00884,0.95575,0.97846,0.99306,0.94036,0.29537,0.22713,0.79957,0.0016444,0.0016444,0.0016444
213,10100,0.41599,0.3575,1.01762,0.95758,0.97683,0.99302,0.93923,0.29534,0.22654,0.79914,0.0016048,0.0016048,0.0016048
214,10147.4,0.41791,0.36278,1.01586,0.96194,0.97538,0.99299,0.94192,0.29497,0.2252,0.79854,0.0015652,0.0015652,0.0015652
215,10194.8,0.41574,0.36132,1.01235,0.96411,0.9766,0.99299,0.9465,0.29391,0.22453,0.79751,0.0015256,0.0015256,0.0015256
216,10242.3,0.4087,0.35794,1.00575,0.9663,0.9795,0.993,0.95004,0.2928,0.22408,0.79655,0.001486,0.001486,0.001486
217,10289.9,0.41457,0.35428,1.01477,0.97034,0.98017,0.99296,0.95034,0.2918,0.22357,0.79589,0.0014464,0.0014464,0.0014464
218,10337.3,0.40954,0.34946,1.0097,0.97287,0.98043,0.99293,0.94777,0.29109,0.22353,0.79532,0.0014068,0.0014068,0.0014068
219,10384.7,0.40754,0.35047,1.01258,0.97457,0.98002,0.99292,0.94848,0.29064,0.22299,0.79514,0.0013672,0.0013672,0.0013672
220,10432.1,0.40696,0.35341,1.01106,0.97442,0.98057,0.99301,0.94905,0.29037,0.22293,0.7949,0.0013276,0.0013276,0.0013276
221,10479.7,0.40472,0.34714,1.00488,0.97365,0.98037,0.99306,0.94933,0.29005,0.22265,0.79452,0.001288,0.001288,0.001288
222,10527.1,0.40626,0.34749,1.00269,0.9734,0.98077,0.99307,0.94891,0.28971,0.22256,0.79414,0.0012484,0.0012484,0.0012484
223,10574.6,0.3991,0.34093,1.00588,0.97345,0.98189,0.99311,0.94916,0.28893,0.22217,0.79335,0.0012088,0.0012088,0.0012088
224,10622,0.39591,0.33586,0.99999,0.97306,0.98216,0.99313,0.95189,0.28828,0.22196,0.79267,0.0011692,0.0011692,0.0011692
225,10669.5,0.39895,0.33671,1.00365,0.97345,0.98206,0.99314,0.95195,0.28759,0.22191,0.79231,0.0011296,0.0011296,0.0011296
226,10717.2,0.39818,0.34127,0.99864,0.97377,0.98178,0.99316,0.95159,0.28676,0.22175,0.79182,0.00109,0.00109,0.00109
227,10764.6,0.39395,0.33983,1.00122,0.97419,0.98122,0.99317,0.95228,0.28607,0.22178,0.79164,0.0010504,0.0010504,0.0010504
228,10812,0.38989,0.334,0.99503,0.97553,0.9805,0.9932,0.95227,0.28551,0.2219,0.79122,0.0010108,0.0010108,0.0010108
229,10859.5,0.39188,0.33568,1.00089,0.9751,0.98194,0.99319,0.95235,0.28488,0.22151,0.79084,0.0009712,0.0009712,0.0009712
230,10907.2,0.39098,0.32936,0.99413,0.97499,0.98195,0.99317,0.95239,0.28419,0.22148,0.79036,0.0009316,0.0009316,0.0009316
231,10954.7,0.39573,0.33504,1.00306,0.97491,0.98232,0.99317,0.9529,0.28333,0.22087,0.78987,0.000892,0.000892,0.000892
232,11002.1,0.3835,0.3262,0.99171,0.97539,0.98207,0.99319,0.95329,0.28244,0.22086,0.78908,0.0008524,0.0008524,0.0008524
233,11049.7,0.37964,0.32258,0.99285,0.97424,0.98245,0.9932,0.95343,0.28162,0.22041,0.78836,0.0008128,0.0008128,0.0008128
234,11097.3,0.3829,0.32524,0.99958,0.97479,0.98284,0.99319,0.95355,0.28094,0.21982,0.78774,0.0007732,0.0007732,0.0007732
235,11144.8,0.38495,0.33232,0.99708,0.97495,0.98378,0.99318,0.95408,0.2806,0.21968,0.78754,0.0007336,0.0007336,0.0007336
236,11192.3,0.38839,0.325,0.99343,0.97483,0.98439,0.99319,0.95589,0.28007,0.21981,0.78716,0.000694,0.000694,0.000694
237,11239.8,0.38087,0.32985,0.99487,0.97594,0.98297,0.99324,0.95636,0.27967,0.2192,0.78678,0.0006544,0.0006544,0.0006544
238,11287.3,0.38138,0.32542,0.99778,0.97671,0.98174,0.99326,0.95652,0.2793,0.21902,0.7865,0.0006148,0.0006148,0.0006148
239,11334.9,0.37884,0.31591,0.99291,0.97684,0.98169,0.99327,0.95688,0.27884,0.21873,0.78616,0.0005752,0.0005752,0.0005752
240,11382.4,0.37777,0.32316,0.98987,0.97667,0.98155,0.99326,0.95671,0.27846,0.21875,0.7858,0.0005356,0.0005356,0.0005356
241,11430,0.31934,0.26193,0.96102,0.9771,0.98184,0.99327,0.95673,0.27782,0.21833,0.78507,0.000496,0.000496,0.000496
242,11477.2,0.31473,0.24629,0.95581,0.97703,0.9823,0.9933,0.95701,0.27724,0.21788,0.78438,0.0004564,0.0004564,0.0004564
243,11524.6,0.30731,0.23904,0.94685,0.97653,0.98292,0.99333,0.95686,0.2766,0.21779,0.78376,0.0004168,0.0004168,0.0004168
244,11571.7,0.30191,0.23829,0.94919,0.97681,0.98277,0.99335,0.9573,0.27582,0.21749,0.78295,0.0003772,0.0003772,0.0003772
245,11618.8,0.30455,0.23936,0.94758,0.97657,0.98304,0.99336,0.95789,0.2751,0.2168,0.78234,0.0003376,0.0003376,0.0003376
246,11665.9,0.29949,0.23776,0.94189,0.97695,0.98261,0.99337,0.95799,0.27447,0.21649,0.78165,0.000298,0.000298,0.000298
247,11713.3,0.2929,0.22881,0.93372,0.97702,0.98279,0.99339,0.95812,0.27378,0.21603,0.78101,0.0002584,0.0002584,0.0002584
248,11760.4,0.29001,0.22445,0.93361,0.97679,0.98262,0.99341,0.95805,0.27315,0.21529,0.78031,0.0002188,0.0002188,0.0002188
249,11807.5,0.29403,0.22938,0.94113,0.97739,0.98205,0.99344,0.95829,0.27262,0.21516,0.77965,0.0001792,0.0001792,0.0001792
250,11854.7,0.29171,0.22429,0.9327,0.97734,0.9815,0.99345,0.95867,0.27211,0.21489,0.77906,0.0001396,0.0001396,0.0001396
