epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,6766.72,0.61882,0.48437,1.09825,0.71418,0.79465,0.75866,0.63983,0.52431,0.68524,0.87009,0.008812,0.008812,0.008812
32,6921.01,0.6209,0.48619,1.09885,0.70646,0.82834,0.75803,0.6378,0.51236,0.58,0.86231,0.0087724,0.0087724,0.0087724
33,7074.53,0.61441,0.48336,1.09383,0.66698,0.82389,0.73871,0.62533,0.50963,0.56862,0.85887,0.0087328,0.0087328,0.0087328
34,7228.58,0.61362,0.47762,1.09173,0.73076,0.76814,0.74504,0.63065,0.50574,0.56647,0.8636,0.0086932,0.0086932,0.0086932
35,7383.02,0.60778,0.47685,1.08888,0.73357,0.76313,0.74927,0.63865,0.4995,0.57665,0.85255,0.0086536,0.0086536,0.0086536
36,7545.98,0.60936,0.47552,1.09091,0.70386,0.80932,0.74687,0.63121,0.50918,0.55959,0.85502,0.008614,0.008614,0.008614
37,7702.61,0.60801,0.47483,1.08898,0.70418,0.79602,0.74583,0.62441,0.51125,0.50087,0.85572,0.0085744,0.0085744,0.0085744
38,7856.57,0.61054,0.47425,1.09036,0.70393,0.81637,0.7543,0.63639,0.50494,0.48591,0.85234,0.0085348,0.0085348,0.0085348
39,8011.26,0.60636,0.47225,1.08879,0.71952,0.86213,0.76138,0.64419,0.50112,0.51314,0.85397,0.0084952,0.0084952,0.0084952
40,8168.69,0.59978,0.47045,1.0862,0.71317,0.86406,0.76537,0.64484,0.50615,0.53114,0.85935,0.0084556,0.0084556,0.0084556
41,8326.91,0.59653,0.46303,1.07906,0.69411,0.84307,0.75124,0.63713,0.49886,0.52077,0.86082,0.008416,0.008416,0.008416
42,8483.93,0.59861,0.46938,1.08563,0.70634,0.83537,0.74132,0.6275,0.49819,0.492,0.85738,0.0083764,0.0083764,0.0083764
43,8639.26,0.59564,0.46252,1.08018,0.72133,0.81637,0.75053,0.63378,0.49701,0.50066,0.85416,0.0083368,0.0083368,0.0083368
44,8800.92,0.58879,0.45958,1.07843,0.74248,0.80343,0.74866,0.63237,0.4978,0.51744,0.85397,0.0082972,0.0082972,0.0082972
45,8958.91,0.59331,0.46072,1.08097,0.71839,0.81827,0.74539,0.63088,0.49261,0.5463,0.85187,0.0082576,0.0082576,0.0082576
46,9112.49,0.59759,0.45977,1.08109,0.71845,0.80739,0.73973,0.62759,0.49158,0.53254,0.85332,0.008218,0.008218,0.008218
47,9265.84,0.59075,0.45564,1.08127,0.72439,0.81066,0.75741,0.6387,0.49776,0.52591,0.86067,0.0081784,0.0081784,0.0081784
48,9419.64,0.58751,0.45411,1.07801,0.70757,0.8466,0.74638,0.63484,0.4956,0.50911,0.85963,0.0081388,0.0081388,0.0081388
49,9573.89,0.58968,0.45608,1.07908,0.71472,0.85762,0.75378,0.6408,0.49449,0.51088,0.85599,0.0080992,0.0080992,0.0080992
50,9727.81,0.58785,0.45205,1.07516,0.72379,0.84859,0.7542,0.64104,0.49622,0.52367,0.85304,0.0080596,0.0080596,0.0080596
51,9881.34,0.58807,0.45241,1.07775,0.72698,0.8199,0.75763,0.64531,0.49575,0.50938,0.85248,0.00802,0.00802,0.00802
52,10034.3,0.5846,0.44694,1.07417,0.7261,0.81669,0.75357,0.64275,0.49701,0.5053,0.85394,0.0079804,0.0079804,0.0079804
53,10187.5,0.58811,0.4488,1.07442,0.69987,0.86899,0.75042,0.64396,0.49673,0.48767,0.85304,0.0079408,0.0079408,0.0079408
54,10340.9,0.57743,0.44736,1.0721,0.69378,0.85654,0.75138,0.64219,0.49528,0.48562,0.85002,0.0079012,0.0079012,0.0079012
55,10494,0.58415,0.44825,1.07108,0.70155,0.85675,0.74835,0.64034,0.49533,0.4946,0.84977,0.0078616,0.0078616,0.0078616
56,10647.7,0.58061,0.44473,1.07233,0.70748,0.83291,0.75397,0.64262,0.49345,0.50041,0.84918,0.007822,0.007822,0.007822
57,10800.9,0.58148,0.44691,1.0723,0.70738,0.85428,0.75631,0.6436,0.4946,0.51595,0.85049,0.0077824,0.0077824,0.0077824
58,10953.7,0.57674,0.44168,1.06812,0.69202,0.83574,0.75496,0.64297,0.49609,0.51762,0.8525,0.0077428,0.0077428,0.0077428
59,11106.6,0.57928,0.44454,1.07274,0.72455,0.78605,0.76125,0.6489,0.49509,0.5026,0.85237,0.0077032,0.0077032,0.0077032
60,11259.6,0.57372,0.44344,1.06998,0.70202,0.83201,0.75934,0.64904,0.49547,0.50775,0.85358,0.0076636,0.0076636,0.0076636
61,11415.4,0.57434,0.44112,1.06844,0.70453,0.84676,0.75856,0.649,0.49537,0.51169,0.85335,0.007624,0.007624,0.007624
62,11572.5,0.57553,0.44111,1.06836,0.70301,0.83393,0.75522,0.648,0.4947,0.51786,0.85343,0.0075844,0.0075844,0.0075844
63,11725.7,0.57418,0.43795,1.06495,0.69821,0.84744,0.75471,0.64756,0.49367,0.52403,0.85273,0.0075448,0.0075448,0.0075448
64,11878.8,0.56513,0.43547,1.06657,0.71271,0.85606,0.75893,0.64813,0.49233,0.52445,0.85141,0.0075052,0.0075052,0.0075052
65,12031.9,0.56893,0.43422,1.06365,0.71417,0.8572,0.76053,0.6488,0.49036,0.52255,0.84981,0.0074656,0.0074656,0.0074656
66,12185.2,0.56889,0.43398,1.06671,0.72305,0.85606,0.76341,0.65103,0.48854,0.51499,0.84886,0.007426,0.007426,0.007426
67,12338.2,0.56624,0.43262,1.06692,0.72152,0.85569,0.76487,0.65263,0.48707,0.5106,0.84883,0.0073864,0.0073864,0.0073864
68,12491.1,0.56888,0.43491,1.06353,0.72482,0.86866,0.76473,0.65236,0.48577,0.50529,0.84798,0.0073468,0.0073468,0.0073468
69,12643.9,0.5655,0.43278,1.06097,0.73245,0.8676,0.76579,0.65448,0.48469,0.5078,0.84742,0.0073072,0.0073072,0.0073072
70,12797,0.56612,0.43453,1.06252,0.73069,0.84893,0.76649,0.6544,0.48471,0.50402,0.84759,0.0072676,0.0072676,0.0072676
71,12950.1,0.55883,0.42596,1.05987,0.73325,0.84244,0.7678,0.65497,0.48442,0.49874,0.8476,0.007228,0.007228,0.007228
72,13102.9,0.56048,0.42861,1.05758,0.73257,0.85673,0.76732,0.65416,0.48404,0.49487,0.84699,0.0071884,0.0071884,0.0071884
73,13256,0.56303,0.42816,1.06006,0.73057,0.85473,0.76873,0.65535,0.4839,0.49258,0.84699,0.0071488,0.0071488,0.0071488
74,13409,0.56059,0.42448,1.05834,0.73193,0.85436,0.7698,0.65557,0.48382,0.49168,0.84664,0.0071092,0.0071092,0.0071092
75,13562,0.55666,0.42232,1.05721,0.73452,0.85488,0.7696,0.65566,0.48416,0.48779,0.8467,0.0070696,0.0070696,0.0070696
76,13714.8,0.55697,0.42277,1.05902,0.73632,0.85536,0.76955,0.65532,0.48402,0.48454,0.84683,0.00703,0.00703,0.00703
77,13867.5,0.55426,0.42521,1.05754,0.74192,0.8552,0.76967,0.65629,0.48438,0.48285,0.84753,0.0069904,0.0069904,0.0069904
78,14020.4,0.55844,0.42854,1.05696,0.74324,0.85552,0.7678,0.65553,0.48395,0.48003,0.84705,0.0069508,0.0069508,0.0069508
79,14173.1,0.55278,0.42206,1.05607,0.73587,0.84315,0.76837,0.65688,0.48361,0.47924,0.84669,0.0069112,0.0069112,0.0069112
80,14326,0.55627,0.42242,1.05734,0.73722,0.84466,0.76864,0.65747,0.48285,0.47913,0.84613,0.0068716,0.0068716,0.0068716
81,14479,0.55533,0.42221,1.05557,0.73945,0.84466,0.76799,0.65704,0.4828,0.47666,0.84649,0.006832,0.006832,0.006832
82,14632,0.55163,0.42292,1.05495,0.7457,0.8445,0.76897,0.65624,0.48275,0.4765,0.8463,0.0067924,0.0067924,0.0067924
83,14784.8,0.55336,0.42102,1.0545,0.74875,0.85302,0.77026,0.65665,0.48224,0.47567,0.84577,0.0067528,0.0067528,0.0067528
84,14937.8,0.55285,0.41947,1.05621,0.74054,0.8445,0.76863,0.65719,0.48257,0.4745,0.8463,0.0067132,0.0067132,0.0067132
85,15090.7,0.54342,0.41336,1.04956,0.74091,0.8445,0.77039,0.65765,0.48244,0.47347,0.84627,0.0066736,0.0066736,0.0066736
86,15243.6,0.54566,0.4126,1.04891,0.74421,0.84337,0.77074,0.65757,0.48255,0.47285,0.84654,0.006634,0.006634,0.006634
87,15396.6,0.55101,0.41115,1.04946,0.74604,0.84341,0.77247,0.65819,0.48218,0.4737,0.84615,0.0065944,0.0065944,0.0065944
88,15549.4,0.54228,0.41169,1.04978,0.74803,0.8648,0.77337,0.65986,0.4823,0.47223,0.84674,0.0065548,0.0065548,0.0065548
89,15702.3,0.54108,0.41033,1.04822,0.74932,0.86572,0.77428,0.66044,0.48238,0.47163,0.84646,0.0065152,0.0065152,0.0065152
90,15855.1,0.54208,0.40758,1.0476,0.74394,0.86654,0.77584,0.66042,0.48244,0.4712,0.84663,0.0064756,0.0064756,0.0064756
91,16008.1,0.54347,0.41037,1.04976,0.74229,0.86238,0.77191,0.65826,0.48244,0.46903,0.84675,0.006436,0.006436,0.006436
92,16160.8,0.54124,0.40734,1.0471,0.74101,0.86137,0.77027,0.65766,0.48251,0.46601,0.84704,0.0063964,0.0063964,0.0063964
93,16313.6,0.53595,0.40367,1.04614,0.74207,0.85457,0.77231,0.65778,0.48302,0.4647,0.84779,0.0063568,0.0063568,0.0063568
94,16466.5,0.54401,0.4107,1.04844,0.74582,0.85425,0.77301,0.65801,0.48276,0.46204,0.84755,0.0063172,0.0063172,0.0063172
95,16619.3,0.53849,0.40582,1.04473,0.74718,0.85409,0.77346,0.66015,0.48252,0.46056,0.84738,0.0062776,0.0062776,0.0062776
96,16772.1,0.5388,0.40511,1.04503,0.74936,0.85425,0.77459,0.66022,0.48268,0.45931,0.84783,0.006238,0.006238,0.006238
97,16924.9,0.53589,0.40678,1.0441,0.75004,0.8473,0.77342,0.65983,0.48238,0.45775,0.84766,0.0061984,0.0061984,0.0061984
98,17077.7,0.53303,0.40276,1.04489,0.74908,0.85346,0.77505,0.66046,0.48196,0.45622,0.84691,0.0061588,0.0061588,0.0061588
99,17230.5,0.53524,0.40383,1.04321,0.7462,0.84165,0.77525,0.66018,0.48171,0.4571,0.84627,0.0061192,0.0061192,0.0061192
100,17383.4,0.5318,0.3996,1.04187,0.74713,0.84133,0.77332,0.65975,0.48141,0.45519,0.84555,0.0060796,0.0060796,0.0060796
101,17536.2,0.53193,0.40305,1.04131,0.74929,0.84125,0.77383,0.65902,0.48091,0.45399,0.84484,0.00604,0.00604,0.00604
102,17688.8,0.53075,0.39632,1.04109,0.74919,0.8414,0.77468,0.66035,0.48087,0.45309,0.84479,0.0060004,0.0060004,0.0060004
103,17841.8,0.53128,0.39508,1.04099,0.75235,0.84626,0.77366,0.65922,0.48071,0.45121,0.84461,0.0059608,0.0059608,0.0059608
104,17994.6,0.53022,0.39949,1.04021,0.7511,0.8418,0.77366,0.66058,0.48072,0.44972,0.84405,0.0059212,0.0059212,0.0059212
105,18147.5,0.5232,0.39132,1.03373,0.75536,0.8533,0.77312,0.6598,0.48086,0.44833,0.84431,0.0058816,0.0058816,0.0058816
106,18300.3,0.52449,0.3927,1.03589,0.75352,0.84644,0.77334,0.66011,0.48098,0.44625,0.84427,0.005842,0.005842,0.005842
107,18453,0.5179,0.38917,1.03295,0.7536,0.84499,0.7777,0.66149,0.48078,0.44464,0.84404,0.0058024,0.0058024,0.0058024
108,18605.9,0.5222,0.38999,1.03582,0.75457,0.84591,0.7735,0.65749,0.48069,0.44194,0.8439,0.0057628,0.0057628,0.0057628
109,18758.7,0.52408,0.39144,1.03818,0.75427,0.84485,0.7733,0.65905,0.4808,0.44086,0.84414,0.0057232,0.0057232,0.0057232
110,18911.5,0.51845,0.39487,1.03787,0.75303,0.84168,0.77336,0.65991,0.48102,0.4404,0.8446,0.0056836,0.0056836,0.0056836
111,19064.3,0.52028,0.39205,1.03869,0.75434,0.84104,0.77577,0.66047,0.48116,0.43892,0.84508,0.005644,0.005644,0.005644
112,19217,0.52219,0.39089,1.03521,0.75679,0.84072,0.77692,0.66064,0.48111,0.43763,0.84528,0.0056044,0.0056044,0.0056044
113,19369.8,0.52066,0.38798,1.03431,0.7583,0.84087,0.77691,0.6616,0.48098,0.43671,0.84496,0.0055648,0.0055648,0.0055648
114,19522.8,0.51592,0.38596,1.03094,0.76285,0.84038,0.77761,0.66166,0.48094,0.43539,0.84516,0.0055252,0.0055252,0.0055252
115,19675.6,0.51524,0.38682,1.03228,0.76284,0.82809,0.77587,0.66031,0.48073,0.43381,0.84517,0.0054856,0.0054856,0.0054856
116,19828.3,0.51554,0.38597,1.03136,0.76506,0.82809,0.77585,0.66017,0.4814,0.43351,0.84645,0.005446,0.005446,0.005446
117,19981.1,0.51619,0.3867,1.03215,0.7671,0.82838,0.77601,0.6603,0.48044,0.43326,0.84589,0.0054064,0.0054064,0.0054064
118,20133.8,0.50649,0.38403,1.03045,0.76943,0.82839,0.77592,0.65975,0.48071,0.43255,0.84663,0.0053668,0.0053668,0.0053668
119,20286.5,0.51146,0.38302,1.03191,0.76952,0.82841,0.77487,0.65957,0.48121,0.43156,0.84751,0.0053272,0.0053272,0.0053272
120,20439.5,0.51105,0.38474,1.03213,0.77784,0.83879,0.77513,0.65942,0.48093,0.43088,0.84746,0.0052876,0.0052876,0.0052876
121,20592.2,0.50583,0.37537,1.02675,0.77718,0.83889,0.77536,0.6601,0.48087,0.43079,0.84757,0.005248,0.005248,0.005248
122,20745,0.50735,0.3805,1.02731,0.77674,0.83873,0.77569,0.65948,0.48034,0.43027,0.84713,0.0052084,0.0052084,0.0052084
123,20897.9,0.51057,0.38131,1.02841,0.77509,0.8391,0.77623,0.66022,0.4802,0.42914,0.84721,0.0051688,0.0051688,0.0051688
124,21050.6,0.50209,0.37133,1.02341,0.77169,0.8392,0.7773,0.66057,0.48006,0.42846,0.84735,0.0051292,0.0051292,0.0051292
125,21203.4,0.50443,0.37936,1.02612,0.76918,0.83068,0.77721,0.66121,0.4801,0.42818,0.84759,0.0050896,0.0050896,0.0050896
126,21356.1,0.49846,0.37243,1.0228,0.77151,0.83886,0.77746,0.66123,0.47911,0.42779,0.84662,0.00505,0.00505,0.00505
127,21509,0.5061,0.37354,1.02551,0.76091,0.83968,0.7774,0.66067,0.47888,0.427,0.84653,0.0050104,0.0050104,0.0050104
128,21661.8,0.50581,0.37496,1.02444,0.75435,0.84079,0.7761,0.66004,0.47885,0.42686,0.8466,0.0049708,0.0049708,0.0049708
129,21814.5,0.50138,0.37223,1.02274,0.7519,0.84151,0.77616,0.66028,0.4796,0.42528,0.84774,0.0049312,0.0049312,0.0049312
130,21967.4,0.49963,0.37359,1.02403,0.75207,0.84175,0.77581,0.66021,0.47861,0.42409,0.84652,0.0048916,0.0048916,0.0048916
131,22120.3,0.49901,0.36905,1.0208,0.75286,0.84573,0.77599,0.6603,0.47809,0.4236,0.84592,0.004852,0.004852,0.004852
132,22273.2,0.50015,0.36929,1.02145,0.75387,0.84101,0.77627,0.66091,0.4781,0.42324,0.84595,0.0048124,0.0048124,0.0048124
133,22426.3,0.49579,0.3693,1.01769,0.75521,0.84064,0.77917,0.66381,0.47816,0.42359,0.84605,0.0047728,0.0047728,0.0047728
134,22579.2,0.48882,0.36765,1.01774,0.76051,0.8411,0.77895,0.66311,0.47901,0.42248,0.84726,0.0047332,0.0047332,0.0047332
135,22732.1,0.49528,0.37191,1.0225,0.7572,0.84165,0.77912,0.66374,0.47909,0.42131,0.84734,0.0046936,0.0046936,0.0046936
136,22884.9,0.49393,0.36841,1.02038,0.75765,0.84182,0.77941,0.66327,0.47822,0.42085,0.8462,0.004654,0.004654,0.004654
137,23038,0.48951,0.36553,1.01941,0.75778,0.84196,0.77914,0.66289,0.47785,0.421,0.84643,0.0046144,0.0046144,0.0046144
138,23190.8,0.48828,0.36248,1.01691,0.75767,0.84196,0.7785,0.66289,0.47805,0.4202,0.84631,0.0045748,0.0045748,0.0045748
139,23343.7,0.48858,0.36348,1.01732,0.75601,0.8481,0.77912,0.66299,0.47788,0.41938,0.84602,0.0045352,0.0045352,0.0045352
140,23496.6,0.48307,0.35949,1.01349,0.74971,0.84196,0.77912,0.6632,0.47767,0.41886,0.84584,0.0044956,0.0044956,0.0044956
141,23649.6,0.48377,0.36161,1.01547,0.75359,0.84988,0.78083,0.66399,0.47749,0.41897,0.84554,0.004456,0.004456,0.004456
142,23802.6,0.48473,0.3583,1.01333,0.74912,0.84228,0.77927,0.66375,0.47572,0.42044,0.84269,0.0044164,0.0044164,0.0044164
143,23955.7,0.48389,0.35871,1.01474,0.74995,0.84236,0.7799,0.66541,0.47548,0.42014,0.84287,0.0043768,0.0043768,0.0043768
144,24108.5,0.48199,0.35764,1.01199,0.75643,0.84826,0.77988,0.66547,0.47544,0.42021,0.8428,0.0043372,0.0043372,0.0043372
145,24261.4,0.48368,0.36072,1.01428,0.7552,0.84326,0.77969,0.66606,0.47549,0.42042,0.84291,0.0042976,0.0042976,0.0042976
146,24414.4,0.48117,0.35758,1.01372,0.7554,0.84212,0.77975,0.66659,0.47495,0.42008,0.84228,0.004258,0.004258,0.004258
147,24567.4,0.48063,0.35452,1.00937,0.76207,0.84911,0.7818,0.66698,0.47465,0.41935,0.84197,0.0042184,0.0042184,0.0042184
148,24720.2,0.47838,0.35249,1.01194,0.76107,0.84593,0.78139,0.66703,0.47427,0.41934,0.84168,0.0041788,0.0041788,0.0041788
149,24873.2,0.47817,0.35308,1.01091,0.76057,0.84185,0.78178,0.66666,0.4741,0.41886,0.84145,0.0041392,0.0041392,0.0041392
150,25026,0.46958,0.34605,1.00638,0.76132,0.84079,0.78353,0.66748,0.47394,0.4187,0.84132,0.0040996,0.0040996,0.0040996
151,25178.9,0.47098,0.34691,1.00782,0.76533,0.84063,0.78366,0.66774,0.47386,0.41832,0.84149,0.00406,0.00406,0.00406
152,25332.1,0.47121,0.35142,1.00952,0.76679,0.83838,0.78329,0.66783,0.47393,0.41763,0.84166,0.0040204,0.0040204,0.0040204
153,25485,0.46993,0.34748,1.00674,0.76214,0.84057,0.78384,0.66792,0.47383,0.41752,0.84145,0.0039808,0.0039808,0.0039808
154,25638,0.47317,0.3483,1.0047,0.7614,0.84063,0.78365,0.66814,0.4739,0.41587,0.84146,0.0039412,0.0039412,0.0039412
155,25791.1,0.47157,0.34631,1.00735,0.75952,0.83961,0.78389,0.6679,0.4744,0.41529,0.84232,0.0039016,0.0039016,0.0039016
156,25943.9,0.4667,0.34368,1.00581,0.75541,0.82821,0.78458,0.66871,0.47422,0.41481,0.84178,0.003862,0.003862,0.003862
157,26096.7,0.46038,0.34064,1.00435,0.76248,0.81973,0.78489,0.66892,0.47408,0.41375,0.84161,0.0038224,0.0038224,0.0038224
158,26249.7,0.46617,0.34383,1.00411,0.7529,0.82887,0.78421,0.66885,0.47385,0.41354,0.8411,0.0037828,0.0037828,0.0037828
159,26402.6,0.4691,0.33988,1.00243,0.73986,0.86703,0.78445,0.66857,0.47371,0.41336,0.84077,0.0037432,0.0037432,0.0037432
160,26555.4,0.45921,0.34019,1.00336,0.74082,0.86894,0.78529,0.66901,0.47445,0.41262,0.8419,0.0037036,0.0037036,0.0037036
161,26708.4,0.46167,0.33975,1.0016,0.74058,0.86974,0.78566,0.66878,0.4747,0.41266,0.84192,0.003664,0.003664,0.003664
162,26861.2,0.45864,0.33462,0.99952,0.73934,0.86711,0.78562,0.66923,0.47468,0.41307,0.84186,0.0036244,0.0036244,0.0036244
163,27014.1,0.4594,0.33621,0.9966,0.75856,0.8396,0.7863,0.66854,0.47476,0.41344,0.84186,0.0035848,0.0035848,0.0035848
164,27167.2,0.45787,0.33595,0.9981,0.75662,0.83957,0.7861,0.66906,0.47496,0.41327,0.84199,0.0035452,0.0035452,0.0035452
165,27319.9,0.4554,0.33617,0.999,0.75972,0.85139,0.78658,0.66911,0.47473,0.41381,0.84166,0.0035056,0.0035056,0.0035056
166,27472.8,0.45562,0.33074,0.9963,0.75594,0.85137,0.78791,0.66959,0.47485,0.41395,0.84145,0.003466,0.003466,0.003466
167,27625.8,0.45661,0.33648,0.99883,0.7483,0.84009,0.78739,0.66937,0.47486,0.41404,0.84113,0.0034264,0.0034264,0.0034264
168,27778.7,0.4518,0.33256,0.99389,0.75869,0.85127,0.78849,0.66988,0.47493,0.41429,0.84105,0.0033868,0.0033868,0.0033868
169,27931.6,0.45053,0.33041,0.99637,0.76136,0.85132,0.78859,0.67146,0.47533,0.41423,0.84121,0.0033472,0.0033472,0.0033472
170,28084.6,0.45001,0.33149,0.99509,0.75772,0.85143,0.79161,0.67445,0.47467,0.4133,0.84003,0.0033076,0.0033076,0.0033076
171,28237.4,0.4515,0.33111,0.99365,0.76041,0.85133,0.79171,0.67447,0.47604,0.41199,0.84255,0.003268,0.003268,0.003268
172,28390.3,0.4449,0.32673,0.99409,0.75585,0.83937,0.79261,0.67551,0.47598,0.41095,0.84272,0.0032284,0.0032284,0.0032284
173,28543.3,0.44663,0.32869,0.99401,0.74029,0.86724,0.79158,0.67546,0.4752,0.41117,0.84158,0.0031888,0.0031888,0.0031888
174,28696,0.44292,0.32478,0.99122,0.74072,0.86741,0.79107,0.67397,0.47463,0.41082,0.84077,0.0031492,0.0031492,0.0031492
175,28849,0.44142,0.32534,0.99305,0.74223,0.8667,0.79068,0.67546,0.47413,0.41059,0.83995,0.0031096,0.0031096,0.0031096
176,29002,0.4456,0.32665,0.99199,0.7418,0.86717,0.7897,0.67569,0.47395,0.41063,0.8399,0.00307,0.00307,0.00307
177,29154.9,0.43487,0.31996,0.99008,0.7415,0.86754,0.78974,0.67528,0.47382,0.41059,0.83965,0.0030304,0.0030304,0.0030304
178,29307.8,0.43846,0.3197,0.99017,0.74182,0.8675,0.78914,0.67539,0.47304,0.41155,0.83903,0.0029908,0.0029908,0.0029908
179,29460.8,0.44032,0.32071,0.9898,0.74435,0.86737,0.78882,0.67439,0.47338,0.41165,0.8394,0.0029512,0.0029512,0.0029512
180,29613.8,0.43399,0.31645,0.98892,0.74422,0.86425,0.78875,0.67439,0.47376,0.41199,0.83984,0.0029116,0.0029116,0.0029116
181,29766.6,0.43644,0.3187,0.98783,0.7627,0.81034,0.7885,0.67433,0.47369,0.41177,0.83988,0.002872,0.002872,0.002872
182,29919.5,0.43091,0.31395,0.98478,0.76443,0.81025,0.78939,0.67499,0.47411,0.41156,0.84042,0.0028324,0.0028324,0.0028324
183,30072.5,0.42876,0.31435,0.98486,0.76547,0.8104,0.78608,0.67223,0.47456,0.41129,0.84116,0.0027928,0.0027928,0.0027928
184,30225.4,0.42606,0.31525,0.98657,0.76686,0.81027,0.78274,0.66967,0.47436,0.41139,0.8409,0.0027532,0.0027532,0.0027532
185,30378.3,0.42887,0.31355,0.98562,0.76725,0.81033,0.78218,0.66964,0.47422,0.41105,0.84079,0.0027136,0.0027136,0.0027136
